_id,OCC_DATE,OCC_MONTH,OCC_DOW,OCC_YEAR,OCC_HOUR,DIVISION,FATALITIES,INJURY_COLLISIONS,FTR_COLLISIONS,PD_COLLISIONS,HOOD_158,NEIGHBOURHOOD_158,LONG_WGS84,LAT_WGS84,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN,geometry
170999,1470283200000,August,Thursday,2016,16,D22,,YES,NO,NO,158,Islington (158),-79.55554657991884,43.647287914364576,YES,NO,YES,NO,NO,"{""coordinates"": [[300318.9605298897, 4834150.989114833]], ""type"": ""MultiPoint""}"
705526,1727928000000,October,Thursday,2024,8,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
3228,1390021200000,January,Saturday,2014,17,D14,,NO,NO,YES,079,University (79),-79.41068193359884,43.663834007814685,YES,NO,NO,NO,NO,"{""coordinates"": [[312003.46608798194, 4835991.544956408]], ""type"": ""MultiPoint""}"
547405,1653364800000,May,Tuesday,2022,15,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
439082,1578459600000,January,Wednesday,2020,9,D55,,NO,NO,YES,062,East End-Danforth (62),-79.28843655606397,43.68042153802291,YES,NO,NO,NO,NO,"{""coordinates"": [[321857.80947971053, 4837852.205689716]], ""type"": ""MultiPoint""}"
56444,1416286800000,November,Tuesday,2014,17,D32,,YES,NO,NO,037,Willowdale West (37),-79.44092235196102,43.76545982380272,YES,NO,YES,NO,NO,"{""coordinates"": [[309556.54357048834, 4847279.541706803]], ""type"": ""MultiPoint""}"
658904,1706763600000,February,Thursday,2024,18,D31,1.0,NO,NO,NO,025,Glenfield-Jane Heights (25),-79.51365309661826,43.741235257083886,YES,NO,NO,NO,YES,"{""coordinates"": [[303700.29895825917, 4844586.675904985]], ""type"": ""MultiPoint""}"
34686,1405483200000,July,Wednesday,2014,7,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.34686184312056,43.75008130790729,YES,NO,NO,NO,NO,"{""coordinates"": [[317132.83572243433, 4845580.744792851]], ""type"": ""MultiPoint""}"
439172,1578546000000,January,Thursday,2020,9,D33,,NO,NO,YES,040,St.Andrew-Windfields (40),-79.35371094713842,43.76029780994238,YES,NO,NO,NO,NO,"{""coordinates"": [[316579.2454287095, 4846714.764391097]], ""type"": ""MultiPoint""}"
499989,1625371200000,July,Sunday,2021,1,D42,1.0,NO,NO,NO,143,West Rouge (143),-79.14628569241182,43.79891615177653,YES,NO,NO,NO,NO,"{""coordinates"": [[333262.879944025, 4851055.5482761385]], ""type"": ""MultiPoint""}"
105736,1439265600000,August,Tuesday,2015,8,D43,,NO,NO,YES,139,Scarborough Village (139),-79.2189016837165,43.74317708571763,YES,NO,NO,NO,NO,"{""coordinates"": [[327440.5903595276, 4844840.715850405]], ""type"": ""MultiPoint""}"
103335,1438056000000,July,Tuesday,2015,8,D55,,NO,NO,YES,044,Flemingdon Park (44),-79.33198682919883,43.71943975205952,YES,NO,NO,NO,NO,"{""coordinates"": [[318337.6819465795, 4842178.912878271]], ""type"": ""MultiPoint""}"
787686,1765774800000,December,Monday,2025,18,D32,,NO,YES,NO,031,Yorkdale-Glen Park (31),-79.45130621630454,43.72365705515087,YES,NO,NO,NO,NO,"{""coordinates"": [[308723.23219743604, 4842634.871267727]], ""type"": ""MultiPoint""}"
139650,1455426000000,February,Sunday,2016,16,D43,,NO,NO,YES,136,West Hill (136),-79.18685400793791,43.77050679597814,YES,NO,YES,NO,NO,"{""coordinates"": [[330010.34081828216, 4847886.205141816]], ""type"": ""MultiPoint""}"
581580,1670648400000,December,Saturday,2022,17,D11,,NO,NO,YES,083,Dufferin Grove (83),-79.4370618209781,43.65521640563446,YES,NO,NO,NO,NO,"{""coordinates"": [[309876.6647928301, 4835032.225157244]], ""type"": ""MultiPoint""}"
556295,1657944000000,July,Saturday,2022,9,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.25881393594842,43.789644067640666,YES,NO,NO,NO,NO,"{""coordinates"": [[324210.89262694307, 4849992.909581714]], ""type"": ""MultiPoint""}"
665813,1710129600000,March,Monday,2024,4,D32,1.0,NO,NO,NO,032,Englemount-Lawrence (32),-79.43762966829702,43.71750955875164,YES,NO,YES,NO,YES,"{""coordinates"": [[309825.6582196785, 4841952.64919431]], ""type"": ""MultiPoint""}"
463935,1596168000000,July,Friday,2020,10,D55,,NO,NO,YES,043,Victoria Village (43),-79.30318506236415,43.72304855755672,YES,NO,NO,NO,NO,"{""coordinates"": [[320657.4364089793, 4842584.942190034]], ""type"": ""MultiPoint""}"
386665,1557892800000,May,Wednesday,2019,8,D33,,NO,NO,YES,044,Flemingdon Park (44),-79.3325817281569,43.72078084808663,YES,NO,NO,NO,NO,"{""coordinates"": [[318289.44699392014, 4842327.80588976]], ""type"": ""MultiPoint""}"
653890,1704517200000,January,Saturday,2024,18,D31,,YES,NO,NO,027,York University Heights (27),-79.50075361075926,43.76337037347378,YES,NO,NO,NO,NO,"{""coordinates"": [[304739.3220885617, 4847045.714991374]], ""type"": ""MultiPoint""}"
567404,1663819200000,September,Thursday,2022,6,D31,,NO,NO,YES,025,Glenfield-Jane Heights (25),-79.51704361195162,43.75483178313826,YES,NO,NO,NO,NO,"{""coordinates"": [[303427.5175688654, 4846097.24903364]], ""type"": ""MultiPoint""}"
205429,1485234000000,January,Tuesday,2017,11,D32,,NO,NO,YES,034,Bathurst Manor (34),-79.43845112728326,43.75545597490076,YES,NO,NO,NO,NO,"{""coordinates"": [[309756.33610291925, 4846168.294390343]], ""type"": ""MultiPoint""}"
571417,1665806400000,October,Saturday,2022,10,D12,,NO,NO,YES,029,Maple Leaf (29),-79.48765434554822,43.70637125280654,YES,NO,NO,NO,NO,"{""coordinates"": [[305794.96870799025, 4840713.417059245]], ""type"": ""MultiPoint""}"
659493,1707109200000,February,Monday,2024,15,D53,,NO,NO,YES,174,South Eglinton-Davisville (174),-79.39457895333224,43.70501161642431,YES,NO,NO,NO,NO,"{""coordinates"": [[313296.3515444403, 4840567.694309639]], ""type"": ""MultiPoint""}"
605498,1682568000000,April,Thursday,2023,12,D42,,NO,NO,YES,144,Morningside Heights (144),-79.22100869438235,43.81978077496091,YES,NO,NO,NO,NO,"{""coordinates"": [[327242.2117571859, 4853350.576533213]], ""type"": ""MultiPoint""}"
52789,1414555200000,October,Wednesday,2014,15,D55,,NO,NO,YES,058,Old East York (58),-79.33636392953336,43.69760630194127,YES,NO,NO,NO,NO,"{""coordinates"": [[317989.78327928984, 4839752.6101791235]], ""type"": ""MultiPoint""}"
437759,1577768400000,December,Tuesday,2019,9,D53,,NO,NO,YES,095,Annex (95),-79.3894835474489,43.66970770955897,YES,NO,YES,NO,NO,"{""coordinates"": [[313712.2385027974, 4836646.140199222]], ""type"": ""MultiPoint""}"
650783,1702875600000,December,Monday,2023,17,D55,,NO,NO,YES,054,O'Connor-Parkview (54),-79.31282764830006,43.70539159071835,YES,NO,NO,NO,NO,"{""coordinates"": [[319884.95877431147, 4840621.531815675]], ""type"": ""MultiPoint""}"
437779,1577768400000,December,Tuesday,2019,21,D14,,YES,NO,NO,085,South Parkdale (85),-79.43456472181047,43.633383478469405,YES,NO,YES,NO,NO,"{""coordinates"": [[310079.9954843122, 4832606.869422528]], ""type"": ""MultiPoint""}"
665795,1710129600000,March,Monday,2024,19,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
356127,1546837200000,January,Monday,2019,20,D14,1.0,NO,NO,NO,085,South Parkdale (85),-79.43593862135249,43.64072698871864,YES,YES,NO,NO,YES,"{""coordinates"": [[309968.5056242073, 4833422.603357755]], ""type"": ""MultiPoint""}"
474017,1602820800000,October,Friday,2020,10,D32,,NO,NO,YES,153,Avondale (153),-79.40285990761409,43.763291988106,YES,NO,NO,NO,NO,"{""coordinates"": [[312621.3637052349, 4847041.592416732]], ""type"": ""MultiPoint""}"
293715,1522036800000,March,Monday,2018,7,D32,,NO,YES,YES,027,York University Heights (27),-79.47657882618283,43.76431665327561,YES,NO,NO,NO,NO,"{""coordinates"": [[306685.75475003966, 4847151.109728367]], ""type"": ""MultiPoint""}"
47648,1412136000000,October,Wednesday,2014,15,D12,,NO,NO,YES,029,Maple Leaf (29),-79.4859367407559,43.716265546574,YES,NO,NO,NO,NO,"{""coordinates"": [[305933.2085702478, 4841812.6506065745]], ""type"": ""MultiPoint""}"
1812,1389243600000,January,Thursday,2014,11,D55,,NO,NO,YES,070,South Riverdale (70),-79.33896488244099,43.65839251315954,YES,NO,NO,NO,NO,"{""coordinates"": [[317788.5910723182, 4835395.749132779]], ""type"": ""MultiPoint""}"
320761,1533268800000,August,Friday,2018,17,D52,,NO,NO,YES,078,Kensington-Chinatown (78),-79.39626253563942,43.6487715878752,YES,NO,NO,NO,NO,"{""coordinates"": [[313168.4762923132, 4834319.546650377]], ""type"": ""MultiPoint""}"
730860,1739422800000,February,Thursday,2025,19,D32,,NO,NO,YES,031,Yorkdale-Glen Park (31),-79.45473991914109,43.71408245559866,YES,NO,NO,NO,NO,"{""coordinates"": [[308447.16129244043, 4841571.018234699]], ""type"": ""MultiPoint""}"
273031,1513746000000,December,Wednesday,2017,18,D42,1.0,NO,NO,NO,130,Milliken (130),-79.26187804074333,43.828095844035566,YES,NO,NO,NO,YES,"{""coordinates"": [[323951.99997300183, 4854264.089724131]], ""type"": ""MultiPoint""}"
478397,1605848400000,November,Friday,2020,12,D32,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
716351,1732770000000,November,Thursday,2024,12,D55,,YES,NO,NO,070,South Riverdale (70),-79.34041999157407,43.66814564130669,YES,NO,NO,YES,NO,"{""coordinates"": [[317669.1428550862, 4836479.0420925105]], ""type"": ""MultiPoint""}"
641157,1698811200000,November,Wednesday,2023,14,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
52474,1414468800000,October,Tuesday,2014,15,D41,1.0,NO,NO,NO,120,Clairlea-Birchmount (120),-79.30207326397388,43.7234155575639,YES,NO,NO,YES,NO,"{""coordinates"": [[320746.91696161334, 4842625.92761365]], ""type"": ""MultiPoint""}"
550456,1654920000000,June,Saturday,2022,10,D22,,NO,NO,YES,016,Stonegate-Queensway (16),-79.48997501142497,43.62911407347308,YES,NO,NO,NO,NO,"{""coordinates"": [[305608.97712607204, 4832130.532755723]], ""type"": ""MultiPoint""}"
273302,1513832400000,December,Thursday,2017,15,D32,,NO,NO,YES,036,Newtonbrook West (36),-79.44480641583858,43.78103719457743,YES,NO,NO,NO,NO,"{""coordinates"": [[309242.67097488773, 4849009.920625109]], ""type"": ""MultiPoint""}"
589438,1674622800000,January,Wednesday,2023,11,D23,,YES,NO,NO,001,West Humber-Clairville (1),-79.59207916198385,43.67268932232015,YES,NO,NO,NO,NO,"{""coordinates"": [[297374.94428414135, 4836975.56645892]], ""type"": ""MultiPoint""}"
54928,1415509200000,November,Sunday,2014,5,D23,1.0,NO,NO,NO,004,Rexdale-Kipling (4),-79.57463127512212,43.72813886450082,YES,NO,YES,NO,NO,"{""coordinates"": [[298787.44623567234, 4843134.335962735]], ""type"": ""MultiPoint""}"
480775,1607835600000,December,Sunday,2020,23,D22,,NO,NO,YES,016,Stonegate-Queensway (16),-79.49157740656634,43.63883999942652,YES,NO,NO,NO,NO,"{""coordinates"": [[305479.56047677615, 4833211.0102923615]], ""type"": ""MultiPoint""}"
333533,1538452800000,October,Tuesday,2018,15,D41,,NO,NO,YES,119,Wexford/Maryvale (119),-79.30065157567259,43.76115142489137,YES,NO,NO,NO,NO,"{""coordinates"": [[320851.3768976488, 4846818.5109269135]], ""type"": ""MultiPoint""}"
130588,1450846800000,December,Wednesday,2015,7,D31,,NO,NO,YES,021,Humber Summit (21),-79.53629300361843,43.75335618746698,YES,NO,NO,NO,NO,"{""coordinates"": [[301877.33698549937, 4845933.814699585]], ""type"": ""MultiPoint""}"
581350,1670562000000,December,Friday,2022,9,D23,,NO,NO,YES,004,Rexdale-Kipling (4),-79.57463127512212,43.72813886450082,YES,NO,NO,NO,NO,"{""coordinates"": [[298787.44623567234, 4843134.335962735]], ""type"": ""MultiPoint""}"
189018,1478145600000,November,Thursday,2016,17,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
295987,1523073600000,April,Saturday,2018,1,D42,,YES,YES,NO,129,Agincourt North (129),-79.26114234287733,43.80031732303743,YES,NO,NO,NO,NO,"{""coordinates"": [[324020.0789095748, 4851178.1347743375]], ""type"": ""MultiPoint""}"
554262,1656907200000,July,Monday,2022,11,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
740994,1744084800000,April,Tuesday,2025,7,D31,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
505928,1629432000000,August,Friday,2021,13,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
173893,1471665600000,August,Saturday,2016,7,D32,,YES,NO,NO,NSA,NSA,0.0,0.0,YES,NO,YES,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
255490,1507176000000,October,Thursday,2017,17,D33,,NO,NO,YES,052,Bayview Village (52),-79.38804471609475,43.766584388106,YES,NO,NO,NO,NO,"{""coordinates"": [[313813.73428480775, 4847408.872234365]], ""type"": ""MultiPoint""}"
703923,1727323200000,September,Thursday,2024,13,D14,,NO,NO,YES,079,University (79),-79.40974753345093,43.6615215047562,YES,NO,NO,NO,NO,"{""coordinates"": [[312079.1045514522, 4835734.720000552]], ""type"": ""MultiPoint""}"
287579,1519189200000,February,Wednesday,2018,17,D31,,YES,NO,NO,027,York University Heights (27),-79.49181799509242,43.74365542744411,YES,NO,YES,NO,NO,"{""coordinates"": [[305459.00044253585, 4844855.489305956]], ""type"": ""MultiPoint""}"
688568,1720411200000,July,Monday,2024,9,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
305369,1527134400000,May,Thursday,2018,15,D13,,YES,NO,NO,092,Corso Italia-Davenport (92),-79.43463532670748,43.67428802454012,YES,NO,NO,NO,NO,"{""coordinates"": [[310070.71966930217, 4837151.13015205]], ""type"": ""MultiPoint""}"
291262,1521000000000,March,Wednesday,2018,15,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
700895,1726027200000,September,Wednesday,2024,13,D33,,NO,YES,NO,041,Bridle Path-Sunnybrook-York Mills (41),-79.36384539237521,43.725604025425625,YES,NO,NO,NO,NO,"{""coordinates"": [[315769.5492652691, 4842859.0280845035]], ""type"": ""MultiPoint""}"
124017,1447822800000,November,Wednesday,2015,17,D43,1.0,NO,NO,NO,139,Scarborough Village (139),-79.2189016837165,43.74317708571763,YES,NO,NO,NO,YES,"{""coordinates"": [[327440.5903595276, 4844840.715850405]], ""type"": ""MultiPoint""}"
444933,1581051600000,February,Friday,2020,19,D23,,NO,YES,NO,001,West Humber-Clairville (1),-79.5944397874052,43.72051007309702,YES,NO,NO,NO,NO,"{""coordinates"": [[297190.6383364708, 4842288.437089]], ""type"": ""MultiPoint""}"
181809,1475121600000,September,Thursday,2016,16,D14,,NO,NO,YES,095,Annex (95),-79.41120693468322,43.6651370094618,YES,NO,NO,NO,NO,"{""coordinates"": [[311960.97007930174, 4836136.255879044]], ""type"": ""MultiPoint""}"
682722,1717819200000,June,Saturday,2024,9,D42,,YES,NO,NO,118,Tam O'Shanter-Sullivan (118),-79.30439207775697,43.779564630818655,YES,NO,NO,NO,YES,"{""coordinates"": [[320545.36336414015, 4848863.4389473125]], ""type"": ""MultiPoint""}"
294515,1522382400000,March,Friday,2018,14,D53,,NO,NO,YES,095,Annex (95),-79.3894835474489,43.66970770955897,YES,NO,NO,NO,NO,"{""coordinates"": [[313712.2385027974, 4836646.140199222]], ""type"": ""MultiPoint""}"
387225,1558065600000,May,Friday,2019,22,D12,,NO,NO,YES,090,Junction Area (90),-79.46764061744608,43.67261684073444,YES,NO,NO,NO,NO,"{""coordinates"": [[307409.3906730391, 4836963.903043014]], ""type"": ""MultiPoint""}"
498056,1623988800000,June,Friday,2021,13,D42,,NO,NO,YES,128,Agincourt South-Malvern West (128),-79.24440306423305,43.79801749998174,YES,NO,YES,NO,NO,"{""coordinates"": [[325367.8221335753, 4850926.653537038]], ""type"": ""MultiPoint""}"
496920,1623124800000,June,Tuesday,2021,20,D52,,NO,NO,YES,078,Kensington-Chinatown (78),-79.39793503569493,43.65296189280764,YES,NO,NO,NO,NO,"{""coordinates"": [[313032.9837036166, 4834784.89850513]], ""type"": ""MultiPoint""}"
713789,1731646800000,November,Friday,2024,12,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
244736,1502769600000,August,Tuesday,2017,10,D42,,NO,YES,NO,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
726627,1737435600000,January,Tuesday,2025,8,D33,,NO,NO,YES,150,Fenside-Parkwoods (150),-79.34712865555505,43.76176621492781,YES,NO,NO,NO,NO,"{""coordinates"": [[317108.9527951069, 4846878.856035541]], ""type"": ""MultiPoint""}"
787641,1765774800000,December,Monday,2025,12,D23,,NO,NO,YES,008,Humber Heights-Westmount (8),-79.52739508259029,43.68415659155087,NO,NO,YES,NO,NO,"{""coordinates"": [[302591.34307019005, 4838245.765854065]], ""type"": ""MultiPoint""}"
481482,1608440400000,December,Sunday,2020,9,D11,,NO,NO,YES,090,Junction Area (90),-79.48211941850364,43.66558765758722,YES,NO,NO,NO,NO,"{""coordinates"": [[306242.01965894154, 4836182.644785162]], ""type"": ""MultiPoint""}"
642936,1699506000000,November,Thursday,2023,18,D52,,YES,NO,NO,170,Yonge-Bay Corridor (170),-79.38408984130321,43.646374785478415,YES,NO,NO,NO,NO,"{""coordinates"": [[314150.8165366804, 4834054.574766062]], ""type"": ""MultiPoint""}"
185733,1476849600000,October,Wednesday,2016,9,D41,,NO,NO,YES,156,Bendale-Glen Andrew (156),-79.26244774095571,43.75206077110156,YES,NO,NO,NO,NO,"{""coordinates"": [[323930.41602609964, 4845816.6837732075]], ""type"": ""MultiPoint""}"
536136,1646283600000,March,Thursday,2022,7,D51,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.35472066268177,43.64818668729025,YES,NO,NO,NO,NO,"{""coordinates"": [[316519.7632298862, 4834259.594052367]], ""type"": ""MultiPoint""}"
534704,1645506000000,February,Tuesday,2022,14,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
232087,1497326400000,June,Tuesday,2017,9,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.53521459318921,43.64145024238765,YES,NO,NO,NO,NO,"{""coordinates"": [[301958.90228702524, 4833501.560992558]], ""type"": ""MultiPoint""}"
553056,1656216000000,June,Sunday,2022,20,D22,,NO,NO,YES,161,Humber Bay Shores (161),-79.48120021595713,43.62296488969196,YES,NO,NO,NO,NO,"{""coordinates"": [[306317.2231731307, 4831447.519345956]], ""type"": ""MultiPoint""}"
527,1388725200000,January,Friday,2014,16,D42,,NO,NO,YES,130,Milliken (130),-79.26040124382504,43.82070841172481,YES,NO,NO,NO,NO,"{""coordinates"": [[324073.154437268, 4853443.705597008]], ""type"": ""MultiPoint""}"
97050,1435118400000,June,Wednesday,2015,8,D22,,NO,NO,YES,158,Islington (158),-79.52008269750092,43.64541631444168,YES,NO,NO,NO,NO,"{""coordinates"": [[303179.84344152716, 4833941.761896648]], ""type"": ""MultiPoint""}"
624495,1691121600000,August,Friday,2023,13,D13,,YES,NO,NO,094,Wychwood (94),-79.42724862984852,43.67213372032042,YES,NO,NO,YES,NO,"{""coordinates"": [[310666.56028442434, 4836912.293918495]], ""type"": ""MultiPoint""}"
15887,1395460800000,March,Saturday,2014,16,D55,,YES,NO,NO,062,East End-Danforth (62),-79.30055625233094,43.688447123843794,YES,NO,NO,NO,YES,"{""coordinates"": [[320878.4861236915, 4838741.387603854]], ""type"": ""MultiPoint""}"
16588,1395892800000,March,Thursday,2014,11,D33,,NO,NO,YES,048,Hillcrest Village (48),-79.35042935153461,43.79362575693538,YES,NO,NO,NO,NO,"{""coordinates"": [[316836.79336046445, 4850417.8643118385]], ""type"": ""MultiPoint""}"
151658,1461384000000,April,Saturday,2016,23,D41,,NO,YES,NO,126,Dorset Park (126),-79.27494652531841,43.7494527615645,YES,NO,NO,NO,NO,"{""coordinates"": [[322924.6582192781, 4845524.133582743]], ""type"": ""MultiPoint""}"
202614,1483938000000,January,Monday,2017,12,D53,,NO,NO,YES,098,Rosedale-Moore Park (98),-79.38896225087394,43.67559231774692,YES,NO,NO,NO,NO,"{""coordinates"": [[313753.4018426719, 4837299.945387142]], ""type"": ""MultiPoint""}"
166229,1468036800000,July,Saturday,2016,19,D52,,NO,YES,NO,164,Wellington Place (164),-79.39492193580202,43.64549678460044,YES,NO,NO,NO,NO,"{""coordinates"": [[313277.08270084177, 4833955.87088172]], ""type"": ""MultiPoint""}"
309126,1528603200000,June,Sunday,2018,12,D51,,NO,NO,YES,074,North St.James Town (74),-79.37219495639862,43.66763520695567,YES,NO,NO,NO,NO,"{""coordinates"": [[315106.7752042664, 4836417.898286778]], ""type"": ""MultiPoint""}"
771473,1758600000000,September,Tuesday,2025,17,D43,,YES,NO,NO,141,Golfdale-Cedarbrae-Woburn (141),-79.2283420558744,43.76758412424158,YES,NO,NO,NO,NO,"{""coordinates"": [[326671.340018376, 4847549.714214451]], ""type"": ""MultiPoint""}"
525814,1640494800000,December,Sunday,2021,14,D51,,NO,NO,YES,073,Moss Park (73),-79.36032505947766,43.65442399352767,YES,NO,NO,NO,NO,"{""coordinates"": [[316066.4874949318, 4834951.747569174]], ""type"": ""MultiPoint""}"
502825,1627358400000,July,Tuesday,2021,22,D32,,NO,NO,YES,031,Yorkdale-Glen Park (31),-79.45767371888715,43.726984853398825,YES,NO,NO,NO,NO,"{""coordinates"": [[308210.0170972415, 4843004.293898147]], ""type"": ""MultiPoint""}"
713507,1731474000000,November,Wednesday,2024,18,D32,,NO,YES,NO,155,Downsview (155),-79.46446164377218,43.731163550132806,YES,NO,NO,NO,NO,"{""coordinates"": [[307662.9488294688, 4843468.272911592]], ""type"": ""MultiPoint""}"
712108,1730869200000,November,Wednesday,2024,7,D33,,NO,NO,YES,119,Wexford/Maryvale (119),-79.30978147425118,43.74213963181549,YES,NO,NO,NO,NO,"{""coordinates"": [[320121.0938071419, 4844704.642294613]], ""type"": ""MultiPoint""}"
779572,1762318800000,November,Wednesday,2025,11,D42,,NO,YES,NO,128,Agincourt South-Malvern West (128),-79.25881393594842,43.789644067640666,YES,NO,NO,NO,NO,"{""coordinates"": [[324210.89262694307, 4849992.909581714]], ""type"": ""MultiPoint""}"
471201,1600920000000,September,Thursday,2020,15,D14,,YES,NO,NO,095,Annex (95),-79.41485093098689,43.66433610882603,YES,NO,NO,YES,NO,"{""coordinates"": [[311667.1809100714, 4836046.972219267]], ""type"": ""MultiPoint""}"
627806,1692849600000,August,Thursday,2023,21,D43,,NO,NO,YES,142,Woburn North (142),-79.25250745271032,43.77545877082474,YES,NO,NO,NO,NO,"{""coordinates"": [[324723.15495894436, 4848418.4644500185]], ""type"": ""MultiPoint""}"
386059,1557633600000,May,Sunday,2019,21,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
657659,1706072400000,January,Wednesday,2024,16,D41,,NO,NO,YES,126,Dorset Park (126),-79.27461772426258,43.748414262239486,YES,NO,NO,NO,NO,"{""coordinates"": [[322951.4520119075, 4845408.83208428]], ""type"": ""MultiPoint""}"
547660,1653451200000,May,Wednesday,2022,18,D32,,NO,NO,YES,050,Newtonbrook East (50),-79.4155662486542,43.779764396334784,YES,NO,NO,NO,NO,"{""coordinates"": [[311596.4301062488, 4848870.500929862]], ""type"": ""MultiPoint""}"
584921,1672203600000,December,Wednesday,2022,12,D31,,NO,NO,YES,027,York University Heights (27),-79.50352861871211,43.77779698689501,YES,NO,NO,NO,NO,"{""coordinates"": [[304515.95720789, 4848648.46929401]], ""type"": ""MultiPoint""}"
539988,1648872000000,April,Saturday,2022,19,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,YES,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
706165,1728273600000,October,Monday,2024,8,NSA,,NO,YES,NO,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
715917,1732597200000,November,Tuesday,2024,14,D32,,NO,NO,YES,027,York University Heights (27),-79.46568795715648,43.76328137173367,YES,NO,NO,NO,NO,"{""coordinates"": [[307562.6802141269, 4847036.399191396]], ""type"": ""MultiPoint""}"
474693,1603339200000,October,Thursday,2020,7,D53,,YES,NO,NO,098,Rosedale-Moore Park (98),-79.39263986497019,43.68839934636224,YES,YES,NO,NO,NO,"{""coordinates"": [[313455.0203275483, 4838722.351018473]], ""type"": ""MultiPoint""}"
546766,1652932800000,May,Thursday,2022,10,D53,,NO,NO,YES,101,Forest Hill South (101),-79.40977773277277,43.6988309020578,YES,NO,NO,NO,NO,"{""coordinates"": [[312072.16118540784, 4839879.600904221]], ""type"": ""MultiPoint""}"
126961,1449118800000,December,Thursday,2015,15,D12,,NO,NO,YES,112,Beechborough-Greenbrook (112),-79.48275108806293,43.68832499309296,YES,NO,NO,NO,NO,"{""coordinates"": [[306190.55212949764, 4838708.634279812]], ""type"": ""MultiPoint""}"
28557,1402372800000,June,Tuesday,2014,21,D53,,NO,NO,YES,095,Annex (95),-79.39078684813319,43.67317341421632,YES,NO,YES,NO,NO,"{""coordinates"": [[313606.6312678275, 4837031.022485315]], ""type"": ""MultiPoint""}"
110534,1441684800000,September,Tuesday,2015,9,D11,,NO,NO,YES,085,South Parkdale (85),-79.46797601351008,43.63498879720303,YES,NO,NO,NO,NO,"{""coordinates"": [[307383.95783383155, 4832783.628521786]], ""type"": ""MultiPoint""}"
