_id,OCC_DATE,OCC_MONTH,OCC_DOW,OCC_YEAR,OCC_HOUR,DIVISION,FATALITIES,INJURY_COLLISIONS,FTR_COLLISIONS,PD_COLLISIONS,HOOD_158,NEIGHBOURHOOD_158,LONG_WGS84,LAT_WGS84,AUTOMOBILE,MOTORCYCLE,PASSENGER,BICYCLE,PEDESTRIAN,geometry
184033,1476158400000,October,Tuesday,2016,19,D14,,NO,NO,YES,163,Fort York-Liberty Village (163),-79.41709772763275,43.63864478061785,YES,NO,NO,NO,NO,"{""coordinates"": [[311488.8297752669, 4833192.627755315]], ""type"": ""MultiPoint""}"
128324,1449723600000,December,Thursday,2015,9,D55,,YES,NO,NO,054,O'Connor-Parkview (54),-79.31435794775122,43.71278827393072,YES,NO,NO,NO,NO,"{""coordinates"": [[319759.78605985997, 4841442.992617862]], ""type"": ""MultiPoint""}"
585698,1672722000000,January,Tuesday,2023,14,D31,,YES,NO,NO,027,York University Heights (27),-79.48814442710805,43.7520301666392,YES,NO,NO,NO,NO,"{""coordinates"": [[305754.7462559663, 4845785.926945813]], ""type"": ""MultiPoint""}"
462305,1594958400000,July,Friday,2020,10,D11,,NO,NO,YES,086,Roncesvalles (86),-79.45120171626489,43.65187790589636,YES,NO,NO,NO,NO,"{""coordinates"": [[308736.34288631217, 4834660.568881701]], ""type"": ""MultiPoint""}"
334397,1538712000000,October,Friday,2018,20,D32,,NO,NO,YES,050,Newtonbrook East (50),-79.39930798131113,43.78333860685762,YES,NO,NO,NO,NO,"{""coordinates"": [[312904.64414734405, 4849269.047416521]], ""type"": ""MultiPoint""}"
234159,1498104000000,June,Thursday,2017,14,D33,,NO,YES,NO,052,Bayview Village (52),-79.37046902330704,43.76833579571341,YES,NO,NO,NO,NO,"{""coordinates"": [[315228.4827991654, 4847605.5104577085]], ""type"": ""MultiPoint""}"
303105,1526184000000,May,Sunday,2018,14,D22,,NO,YES,NO,011,Eringate-Centennial-West Deane (11),-79.58192089765376,43.64153234400223,YES,NO,NO,NO,NO,"{""coordinates"": [[298190.6672669793, 4833513.340406818]], ""type"": ""MultiPoint""}"
612304,1685678400000,June,Friday,2023,14,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
315982,1531281600000,July,Wednesday,2018,22,D33,,NO,NO,YES,149,Parkwoods-O'Connor Hills (149),-79.31422826784679,43.7414943277717,YES,NO,NO,NO,NO,"{""coordinates"": [[319763.0887828262, 4844632.138979631]], ""type"": ""MultiPoint""}"
727969,1738040400000,January,Tuesday,2025,6,D22,,NO,NO,YES,160,Mimico-Queensway (160),-79.52467432505597,43.61590470427628,YES,NO,NO,NO,NO,"{""coordinates"": [[302808.44316010823, 4830663.301223009]], ""type"": ""MultiPoint""}"
589683,1674795600000,January,Friday,2023,15,D13,,NO,NO,YES,092,Corso Italia-Davenport (92),-79.4408624190982,43.67849651368268,YES,NO,NO,NO,NO,"{""coordinates"": [[309568.2611005618, 4837618.294734326]], ""type"": ""MultiPoint""}"
755975,1751256000000,June,Monday,2025,8,D42,,NO,YES,NO,129,Agincourt North (129),-79.27096053187562,43.81098037510026,YES,NO,NO,NO,NO,"{""coordinates"": [[323226.763750436, 4852360.539088438]], ""type"": ""MultiPoint""}"
282951,1517461200000,February,Thursday,2018,10,D31,,YES,NO,NO,154,Oakdale-Beverley Heights (154),-79.50897064442438,43.72238194643954,YES,NO,YES,NO,YES,"{""coordinates"": [[304077.2246732461, 4842492.098940085]], ""type"": ""MultiPoint""}"
508713,1631073600000,September,Wednesday,2021,8,D11,,NO,NO,YES,086,Roncesvalles (86),-79.44036031987866,43.64674239652198,YES,NO,NO,NO,NO,"{""coordinates"": [[309611.28053104517, 4834090.6144066]], ""type"": ""MultiPoint""}"
240935,1501041600000,July,Wednesday,2017,17,D14,,YES,NO,NO,078,Kensington-Chinatown (78),-79.404725332458,43.6521058930884,YES,NO,NO,YES,NO,"{""coordinates"": [[312485.35937000514, 4834689.150614025]], ""type"": ""MultiPoint""}"
207288,1486098000000,February,Friday,2017,16,D31,,NO,NO,YES,155,Downsview (155),-79.48205524351911,43.72666614741996,YES,NO,NO,NO,NO,"{""coordinates"": [[306245.7270411069, 4842968.172863477]], ""type"": ""MultiPoint""}"
737435,1742184000000,March,Monday,2025,13,D11,,NO,NO,YES,089,Runnymede-Bloor West Village (89),-79.48812771695377,43.65826906007033,YES,NO,NO,NO,NO,"{""coordinates"": [[305757.58327133633, 4835369.501694402]], ""type"": ""MultiPoint""}"
786234,1765256400000,December,Tuesday,2025,16,D55,,NO,NO,YES,058,Old East York (58),-79.34496411750628,43.68812409874097,YES,NO,YES,NO,NO,"{""coordinates"": [[317298.5394880234, 4838697.851546214]], ""type"": ""MultiPoint""}"
189632,1478404800000,November,Sunday,2016,11,D22,1.0,NO,NO,NO,015,Kingsway South (15),-79.5077519959708,43.64816426888657,YES,NO,NO,NO,YES,"{""coordinates"": [[304174.64206138405, 4834246.877087929]], ""type"": ""MultiPoint""}"
656086,1705467600000,January,Wednesday,2024,15,D23,,NO,YES,NO,006,Kingsview Village-The Westway (6),-79.56142913460495,43.70063386702758,YES,NO,NO,NO,NO,"{""coordinates"": [[299848.792328297, 4840077.779880429]], ""type"": ""MultiPoint""}"
41512,1409198400000,August,Thursday,2014,17,D42,,NO,NO,YES,116,Steeles (116),-79.30633519902335,43.81004895521804,YES,NO,NO,NO,NO,"{""coordinates"": [[320381.03023551445, 4852249.792944006]], ""type"": ""MultiPoint""}"
73917,1424149200000,February,Tuesday,2015,13,D51,,NO,YES,NO,168,Downtown Yonge East (168),-79.3769330479008,43.65290919201284,YES,NO,NO,NO,NO,"{""coordinates"": [[314727.10003952833, 4834781.341227209]], ""type"": ""MultiPoint""}"
624309,1691121600000,August,Friday,2023,18,D13,1.0,NO,NO,NO,107,Oakwood Village (107),-79.43420880898101,43.68925558413905,YES,NO,NO,NO,YES,"{""coordinates"": [[310103.7934930052, 4838813.97715433]], ""type"": ""MultiPoint""}"
332961,1538193600000,September,Saturday,2018,16,D32,,NO,NO,YES,033,Clanton Park (33),-79.4415517207753,43.75063576953561,YES,NO,NO,NO,NO,"{""coordinates"": [[309507.0328492295, 4845632.6065654205]], ""type"": ""MultiPoint""}"
741744,1744344000000,April,Friday,2025,18,D14,,NO,NO,YES,085,South Parkdale (85),-79.42917642422981,43.63146597473981,YES,NO,NO,NO,NO,"{""coordinates"": [[310514.96084410825, 4832394.203165929]], ""type"": ""MultiPoint""}"
196800,1481346000000,December,Saturday,2016,11,D22,,NO,NO,YES,159,Etobicoke City Centre (159),-79.53521459318921,43.64145024238765,YES,NO,NO,NO,NO,"{""coordinates"": [[301958.90228702524, 4833501.560992558]], ""type"": ""MultiPoint""}"
424451,1572753600000,November,Sunday,2019,13,D14,,NO,YES,NO,085,South Parkdale (85),-79.42735822421264,43.63895588349699,YES,NO,NO,NO,NO,"{""coordinates"": [[310660.94872481766, 4833226.41386854]], ""type"": ""MultiPoint""}"
328691,1536638400000,September,Tuesday,2018,17,D22,1.0,NO,NO,NO,018,New Toronto (18),-79.50414836214595,43.60102684820625,YES,NO,YES,NO,YES,"{""coordinates"": [[304465.0876852588, 4829010.180828317]], ""type"": ""MultiPoint""}"
502288,1627012800000,July,Friday,2021,21,D41,1.0,NO,NO,NO,122,Birchcliffe-Cliffside (122),-79.24873120972143,43.71023521094008,YES,NO,NO,NO,YES,"{""coordinates"": [[325049.11449917307, 4841173.292745417]], ""type"": ""MultiPoint""}"
263535,1510203600000,November,Thursday,2017,18,D42,,NO,NO,YES,146,Malvern East (146),-79.22163687793072,43.80920361155078,YES,NO,NO,NO,NO,"{""coordinates"": [[327195.6328228071, 4852175.309289306]], ""type"": ""MultiPoint""}"
312481,1529899200000,June,Monday,2018,8,D55,,NO,NO,YES,054,O'Connor-Parkview (54),-79.30598825589888,43.714302473747125,YES,NO,NO,NO,NO,"{""coordinates"": [[320433.85611143213, 4841612.757719651]], ""type"": ""MultiPoint""}"
353437,1545454800000,December,Saturday,2018,11,D22,,NO,NO,YES,016,Stonegate-Queensway (16),-79.52000620455442,43.63641128201738,YES,NO,NO,NO,NO,"{""coordinates"": [[303185.77338109154, 4832941.354274493]], ""type"": ""MultiPoint""}"
722928,1735534800000,December,Monday,2024,10,NSA,,NO,YES,NO,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
758344,1752292800000,July,Saturday,2025,2,D23,,YES,NO,NO,001,West Humber-Clairville (1),-79.57188107815846,43.69379591578434,YES,NO,NO,NO,NO,"{""coordinates"": [[299005.70399514167, 4839318.793275493]], ""type"": ""MultiPoint""}"
730312,1739163600000,February,Monday,2025,18,D13,,YES,NO,NO,171,Junction-Wallace Emerson (171),-79.4394801232006,43.66953672109552,YES,NO,NO,YES,NO,"{""coordinates"": [[309680.4416285927, 4836622.988953139]], ""type"": ""MultiPoint""}"
146958,1459224000000,March,Tuesday,2016,7,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
651608,1703221200000,December,Friday,2023,17,D52,,NO,NO,YES,164,Wellington Place (164),-79.3899764377768,43.64370268280637,YES,NO,NO,NO,NO,"{""coordinates"": [[313676.3206940031, 4833757.073448129]], ""type"": ""MultiPoint""}"
560715,1660449600000,August,Sunday,2022,16,D43,,NO,NO,YES,141,Golfdale-Cedarbrae-Woburn (141),-79.22935133513445,43.75691419494645,YES,NO,NO,NO,NO,"{""coordinates"": [[326593.95533455483, 4846364.055945624]], ""type"": ""MultiPoint""}"
385090,1557288000000,May,Wednesday,2019,14,D12,,NO,NO,YES,113,Weston (113),-79.51774105209435,43.70059626494025,YES,NO,NO,NO,NO,"{""coordinates"": [[303370.0647268512, 4840071.921667712]], ""type"": ""MultiPoint""}"
70720,1422853200000,February,Monday,2015,16,D55,,NO,NO,YES,058,Old East York (58),-79.34311302472915,43.69473510560875,YES,NO,NO,NO,NO,"{""coordinates"": [[317446.38001289073, 4839432.582797977]], ""type"": ""MultiPoint""}"
517303,1635912000000,November,Wednesday,2021,13,D31,,YES,NO,NO,154,Oakdale-Beverley Heights (154),-79.50860954401533,43.72085664643957,YES,NO,YES,NO,NO,"{""coordinates"": [[304106.30132561305, 4842322.641587832]], ""type"": ""MultiPoint""}"
752939,1749787200000,June,Friday,2025,17,D43,,NO,NO,YES,136,West Hill (136),-79.18972080508038,43.76765389604864,YES,NO,NO,NO,NO,"{""coordinates"": [[329780.7317742477, 4847568.38876073]], ""type"": ""MultiPoint""}"
688435,1720324800000,July,Sunday,2024,18,D55,,NO,YES,NO,070,South Riverdale (70),-79.31480841846755,43.66221667969741,YES,NO,NO,NO,NO,"{""coordinates"": [[319736.0285089637, 4835824.657205353]], ""type"": ""MultiPoint""}"
355148,1546405200000,January,Wednesday,2019,14,D23,1.0,NO,NO,NO,001,West Humber-Clairville (1),-79.59988156039587,43.7439968656304,YES,NO,YES,NO,NO,"{""coordinates"": [[296755.3190624015, 4844898.237680229]], ""type"": ""MultiPoint""}"
216431,1490587200000,March,Monday,2017,10,D51,,NO,NO,YES,168,Downtown Yonge East (168),-79.37518954869476,43.65180399090766,YES,NO,NO,NO,NO,"{""coordinates"": [[314867.9226661857, 4834658.769630209]], ""type"": ""MultiPoint""}"
636779,1696910400000,October,Tuesday,2023,16,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
154069,1462593600000,May,Saturday,2016,12,D22,,NO,NO,YES,161,Humber Bay Shores (161),-79.48120021595713,43.62296488969196,YES,NO,NO,NO,NO,"{""coordinates"": [[306317.2231731307, 4831447.519345956]], ""type"": ""MultiPoint""}"
358966,1547874000000,January,Saturday,2019,0,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,N/R,N/R,N/R,N/R,N/R,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
79679,1426478400000,March,Monday,2015,21,D55,,YES,NO,NO,070,South Riverdale (70),-79.3376937878468,43.661592226703455,YES,NO,NO,NO,YES,"{""coordinates"": [[317890.41837797477, 4835751.419523944]], ""type"": ""MultiPoint""}"
577246,1668574800000,November,Wednesday,2022,8,D32,,NO,NO,YES,152,East Willowdale (152),-79.40709416229537,43.78161969848484,YES,NO,NO,NO,NO,"{""coordinates"": [[312278.15303530096, 4849077.349354657]], ""type"": ""MultiPoint""}"
780079,1762491600000,November,Friday,2025,15,D12,,NO,NO,YES,029,Maple Leaf (29),-79.47883253858168,43.7122331494182,YES,NO,NO,NO,NO,"{""coordinates"": [[306505.77507578314, 4841364.790747458]], ""type"": ""MultiPoint""}"
725694,1737003600000,January,Thursday,2025,19,D23,,NO,YES,NO,002,Mount Olive-Silverstone-Jamestown (2),-79.58709009242014,43.753617382550246,YES,NO,NO,NO,NO,"{""coordinates"": [[297786.6955226667, 4845965.878579849]], ""type"": ""MultiPoint""}"
213035,1488862800000,March,Tuesday,2017,12,D23,,YES,NO,NO,001,West Humber-Clairville (1),-79.60667567228501,43.733780758295445,YES,NO,NO,NO,NO,"{""coordinates"": [[296206.64531805174, 4843763.950525345]], ""type"": ""MultiPoint""}"
403289,1564200000000,July,Saturday,2019,5,D55,,NO,NO,YES,043,Victoria Village (43),-79.318256344036,43.72607224228047,YES,NO,NO,NO,NO,"{""coordinates"": [[319442.4021708878, 4842918.088080173]], ""type"": ""MultiPoint""}"
474608,1603252800000,October,Wednesday,2020,7,D33,,NO,NO,YES,049,Bayview Woods-Steeles (49),-79.39213598212983,43.78500070329029,YES,NO,NO,NO,NO,"{""coordinates"": [[313481.6738165823, 4849454.428139762]], ""type"": ""MultiPoint""}"
605610,1682654400000,April,Friday,2023,17,D52,,NO,NO,YES,078,Kensington-Chinatown (78),-79.3921049384829,43.64964698875063,YES,NO,YES,NO,NO,"{""coordinates"": [[313503.74233358784, 4834417.226250725]], ""type"": ""MultiPoint""}"
306694,1527652800000,May,Wednesday,2018,12,D51,,NO,NO,YES,073,Moss Park (73),-79.37221935381517,43.66122480032856,YES,NO,NO,NO,NO,"{""coordinates"": [[315105.9042274425, 4835705.733688389]], ""type"": ""MultiPoint""}"
743924,1745553600000,April,Friday,2025,15,D43,,NO,NO,YES,134,Highland Creek (134),-79.16874011725429,43.78453988424102,YES,NO,NO,NO,NO,"{""coordinates"": [[331462.39429537737, 4849450.910375221]], ""type"": ""MultiPoint""}"
445078,1581051600000,February,Friday,2020,9,D53,,NO,NO,YES,099,Mount Pleasant East (99),-79.38925956205915,43.7060952241474,YES,NO,NO,NO,NO,"{""coordinates"": [[313724.9042048343, 4840688.636942179]], ""type"": ""MultiPoint""}"
36821,1406520000000,July,Monday,2014,5,D23,1.0,NO,NO,NO,001,West Humber-Clairville (1),-79.61782738549736,43.73507896978933,YES,NO,NO,NO,YES,"{""coordinates"": [[295308.51403717755, 4843909.393324512]], ""type"": ""MultiPoint""}"
153275,1462248000000,May,Tuesday,2016,9,D55,1.0,NO,NO,NO,063,The Beaches (63),-79.28876645206519,43.67240373884216,YES,NO,NO,NO,YES,"{""coordinates"": [[321833.47863721877, 4836961.40172235]], ""type"": ""MultiPoint""}"
299097,1524542400000,April,Tuesday,2018,21,NSA,,YES,NO,NO,NSA,NSA,0.0,0.0,YES,NO,NO,NO,YES,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
140440,1455771600000,February,Thursday,2016,22,D11,1.0,NO,NO,NO,085,South Parkdale (85),-79.43789712069969,43.64034078885654,YES,NO,NO,NO,YES,"{""coordinates"": [[309810.5249089615, 4833379.578746087]], ""type"": ""MultiPoint""}"
618649,1688529600000,July,Wednesday,2023,10,D31,,NO,NO,YES,024,Black Creek (24),-79.52430400995499,43.75598418741566,YES,NO,NO,NO,NO,"{""coordinates"": [[302842.8921622239, 4846225.422815591]], ""type"": ""MultiPoint""}"
100572,1436846400000,July,Tuesday,2015,13,D43,,YES,NO,NO,136,West Hill (136),-79.19922380435415,43.75701299006385,YES,NO,YES,NO,NO,"{""coordinates"": [[329019.93271345337, 4846383.398515222]], ""type"": ""MultiPoint""}"
274118,1514091600000,December,Sunday,2017,18,D13,,NO,NO,YES,109,Caledonia-Fairbank (109),-79.46054539434945,43.68899208356838,YES,NO,NO,NO,NO,"{""coordinates"": [[307980.66893266217, 4838783.356661008]], ""type"": ""MultiPoint""}"
693154,1722484800000,August,Thursday,2024,16,D52,,NO,YES,NO,170,Yonge-Bay Corridor (170),-79.38814214166892,43.6548223939261,YES,NO,NO,NO,NO,"{""coordinates"": [[313822.6406833772, 4834992.607673867]], ""type"": ""MultiPoint""}"
216064,1490328000000,March,Friday,2017,14,D33,,NO,NO,YES,042,Banbury-Don Mills (42),-79.32964024221637,43.73996091770656,YES,NO,NO,NO,NO,"{""coordinates"": [[318522.0726927867, 4844459.115695657]], ""type"": ""MultiPoint""}"
471752,1601352000000,September,Tuesday,2020,5,D14,,NO,NO,YES,085,South Parkdale (85),-79.43456472181047,43.633383478469405,YES,NO,NO,NO,NO,"{""coordinates"": [[310079.9954843122, 4832606.869422528]], ""type"": ""MultiPoint""}"
654389,1704776400000,January,Tuesday,2024,6,D33,,NO,NO,YES,150,Fenside-Parkwoods (150),-79.33795325846107,43.75776741515415,YES,NO,NO,NO,NO,"{""coordinates"": [[317848.61006714543, 4846436.007803121]], ""type"": ""MultiPoint""}"
719674,1734066000000,December,Friday,2024,18,D42,,NO,NO,YES,130,Milliken (130),-79.26523123669332,43.82737434544008,YES,NO,NO,NO,NO,"{""coordinates"": [[323682.5318996547, 4854183.162036676]], ""type"": ""MultiPoint""}"
40470,1408593600000,August,Thursday,2014,16,D53,,NO,NO,YES,103,Lawrence Park South (103),-79.41736341429109,43.7149728709835,YES,NO,NO,NO,NO,"{""coordinates"": [[311458.9474013534, 4841672.262454429]], ""type"": ""MultiPoint""}"
15731,1395374400000,March,Friday,2014,20,D31,,YES,NO,NO,027,York University Heights (27),-79.49999301595739,43.76105817426336,YES,NO,YES,NO,NO,"{""coordinates"": [[304800.5623469674, 4846788.837523431]], ""type"": ""MultiPoint""}"
136332,1453784400000,January,Tuesday,2016,16,D32,,NO,NO,YES,036,Newtonbrook West (36),-79.41849334892314,43.77913089919968,YES,NO,NO,NO,NO,"{""coordinates"": [[311360.8846976881, 4848799.8853523]], ""type"": ""MultiPoint""}"
447878,1582261200000,February,Friday,2020,8,D23,,NO,NO,YES,008,Humber Heights-Westmount (8),-79.52814488111696,43.68587018888646,YES,NO,NO,NO,NO,"{""coordinates"": [[302530.9571568974, 4838436.15812114]], ""type"": ""MultiPoint""}"
609304,1684296000000,May,Wednesday,2023,7,D23,,NO,NO,YES,003,Thistletown-Beaumond Heights (3),-79.58210637015169,43.74325917379369,YES,NO,NO,NO,NO,"{""coordinates"": [[298186.8908791333, 4844814.710849594]], ""type"": ""MultiPoint""}"
405641,1565236800000,August,Thursday,2019,12,D42,,NO,NO,YES,148,East L'Amoreaux (148),-79.30596910122911,43.79899361329984,YES,NO,NO,NO,NO,"{""coordinates"": [[320413.3632467846, 4851021.64280852]], ""type"": ""MultiPoint""}"
240164,1500696000000,July,Saturday,2017,20,D42,,NO,NO,YES,116,Steeles (116),-79.31211359659366,43.810760650291606,YES,NO,NO,NO,NO,"{""coordinates"": [[319915.95775252226, 4852327.788854128]], ""type"": ""MultiPoint""}"
731252,1739509200000,February,Friday,2025,17,D14,,NO,YES,NO,165,Harbourfront-CityPlace (165),-79.39564273478432,43.64002067912439,YES,NO,NO,NO,NO,"{""coordinates"": [[313219.6975955802, 4833347.434090591]], ""type"": ""MultiPoint""}"
57341,1416546000000,November,Friday,2014,15,D41,,YES,NO,NO,126,Dorset Park (126),-79.27868231915578,43.75938594981225,YES,NO,NO,NO,YES,"{""coordinates"": [[322620.84842284454, 4846626.864343509]], ""type"": ""MultiPoint""}"
396741,1561608000000,June,Thursday,2019,10,NSA,,NO,YES,NO,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
643339,1699678800000,November,Saturday,2023,2,D11,,NO,NO,YES,088,High Park North (88),-79.46390871739594,43.65786693246338,YES,NO,NO,NO,NO,"{""coordinates"": [[307711.0356942017, 4835325.391958274]], ""type"": ""MultiPoint""}"
359961,1548133200000,January,Tuesday,2019,6,D11,,NO,NO,YES,087,High Park-Swansea (87),-79.47454581585579,43.63996092369762,YES,NO,NO,NO,NO,"{""coordinates"": [[306853.6829776682, 4833335.818792441]], ""type"": ""MultiPoint""}"
669664,1711857600000,March,Sunday,2024,9,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
547454,1653364800000,May,Tuesday,2022,0,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,N/R,N/R,N/R,N/R,N/R,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
180897,1474689600000,September,Saturday,2016,21,D53,,YES,NO,NO,098,Rosedale-Moore Park (98),-79.38784294973205,43.67286831309028,YES,NO,YES,NO,NO,"{""coordinates"": [[313844.06448124885, 4836997.444039754]], ""type"": ""MultiPoint""}"
306073,1527393600000,May,Sunday,2018,20,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
641985,1699156800000,November,Sunday,2023,11,D41,,NO,YES,NO,122,Birchcliffe-Cliffside (122),-79.28656606018718,43.6869338321532,YES,NO,NO,NO,NO,"{""coordinates"": [[322006.7613068874, 4838576.075250641]], ""type"": ""MultiPoint""}"
273257,1513832400000,December,Thursday,2017,22,D51,,NO,NO,YES,166,St Lawrence-East Bayfront-The Islands (166),-79.37582884666803,43.6442321833358,YES,NO,NO,NO,NO,"{""coordinates"": [[314817.6115323027, 4833817.507773073]], ""type"": ""MultiPoint""}"
448194,1582434000000,February,Sunday,2020,17,D33,1.0,NO,NO,NO,147,L'Amoreaux West (147),-79.3253951673639,43.78035442654362,YES,NO,YES,NO,YES,"{""coordinates"": [[318854.5448031295, 4848947.403739105]], ""type"": ""MultiPoint""}"
487333,1614056400000,February,Tuesday,2021,12,D41,,NO,NO,YES,126,Dorset Park (126),-79.2810965997869,43.765820740158325,YES,NO,NO,NO,NO,"{""coordinates"": [[322424.55751681986, 4847341.230677331]], ""type"": ""MultiPoint""}"
453537,1586145600000,April,Monday,2020,8,D11,,NO,NO,YES,087,High Park-Swansea (87),-79.4562365145866,43.64488449995617,YES,NO,NO,NO,NO,"{""coordinates"": [[308330.6174009856, 4833883.415098391]], ""type"": ""MultiPoint""}"
317664,1531972800000,July,Thursday,2018,11,D52,,NO,NO,YES,170,Yonge-Bay Corridor (170),-79.38247084224005,43.64529468439835,YES,NO,NO,NO,NO,"{""coordinates"": [[314281.5958843929, 4833934.765420324]], ""type"": ""MultiPoint""}"
646147,1700974800000,November,Sunday,2023,12,D22,,NO,NO,YES,007,Willowridge-Martingrove-Richview (7),-79.5390048841275,43.67983197638453,YES,NO,NO,NO,NO,"{""coordinates"": [[301655.10732657934, 4837765.697567777]], ""type"": ""MultiPoint""}"
698894,1725163200000,September,Sunday,2024,13,NSA,,NO,NO,YES,NSA,NSA,0.0,0.0,YES,NO,NO,NO,NO,"{""coordinates"": [[15861840.491636503, 3.481022266728996e-08]], ""type"": ""MultiPoint""}"
427129,1573621200000,November,Wednesday,2019,12,D53,,NO,NO,YES,101,Forest Hill South (101),-79.40290845104441,43.690787230450496,YES,NO,NO,NO,NO,"{""coordinates"": [[312626.89020045643, 4838986.612980098]], ""type"": ""MultiPoint""}"
708857,1729483200000,October,Monday,2024,10,D52,,NO,NO,YES,170,Yonge-Bay Corridor (170),-79.38408984130321,43.646374785478415,YES,NO,NO,NO,NO,"{""coordinates"": [[314150.8165366804, 4834054.574766062]], ""type"": ""MultiPoint""}"
776295,1760760000000,October,Saturday,2025,11,D22,,YES,NO,NO,007,Willowridge-Martingrove-Richview (7),-79.55766029341221,43.67561865942062,YES,NO,NO,NO,NO,"{""coordinates"": [[300150.6303839666, 4837298.496075764]], ""type"": ""MultiPoint""}"
253622,1506484800000,September,Wednesday,2017,0,D52,,YES,NO,NO,166,St Lawrence-East Bayfront-The Islands (166),-79.37682824600172,43.64114868007887,YES,NO,NO,YES,NO,"{""coordinates"": [[314737.49242264434, 4833474.828453553]], ""type"": ""MultiPoint""}"
81339,1427428800000,March,Friday,2015,15,D14,,NO,NO,YES,172,Dovercourt Village (172),-79.43533392206238,43.65986071074255,YES,NO,NO,NO,NO,"{""coordinates"": [[310015.6370781911, 4835548.288806904]], ""type"": ""MultiPoint""}"
53592,1414900800000,November,Sunday,2014,1,D31,,NO,YES,YES,155,Downsview (155),-79.48205524351911,43.72666614741996,YES,NO,NO,NO,NO,"{""coordinates"": [[306245.7270411069, 4842968.172863477]], ""type"": ""MultiPoint""}"
268518,1512104400000,December,Friday,2017,16,D55,,NO,NO,YES,043,Victoria Village (43),-79.31771694405555,43.72468054507596,YES,NO,NO,NO,NO,"{""coordinates"": [[319486.19960024115, 4842763.571817092]], ""type"": ""MultiPoint""}"
604257,1682049600000,April,Friday,2023,12,D13,,NO,NO,YES,171,Junction-Wallace Emerson (171),-79.44726812035388,43.66880832338448,YES,NO,NO,NO,NO,"{""coordinates"": [[309052.45368507644, 4836541.63922349]], ""type"": ""MultiPoint""}"
58398,1417064400000,November,Thursday,2014,14,D14,1.0,NO,NO,NO,081,Trinity-Bellwoods (81),-79.41137753074943,43.65572189861826,YES,NO,YES,NO,NO,"{""coordinates"": [[311948.32881697, 4835090.274141439]], ""type"": ""MultiPoint""}"
236718,1499227200000,July,Wednesday,2017,12,D32,,NO,YES,NO,031,Yorkdale-Glen Park (31),-79.45130621630454,43.72365705515087,YES,NO,NO,NO,NO,"{""coordinates"": [[308723.23219743604, 4842634.871267727]], ""type"": ""MultiPoint""}"
566929,1663646400000,September,Tuesday,2022,23,D31,,NO,NO,YES,027,York University Heights (27),-79.51696072067074,43.77633249189938,YES,NO,NO,NO,NO,"{""coordinates"": [[303434.6816895729, 4848485.902373534]], ""type"": ""MultiPoint""}"
183016,1475640000000,October,Wednesday,2016,17,D55,,YES,NO,NO,059,Danforth East York (59),-79.34266222355065,43.69061180776044,YES,NO,NO,YES,NO,"{""coordinates"": [[317483.5872390878, 4838974.573214271]], ""type"": ""MultiPoint""}"
526256,1640926800000,December,Friday,2021,14,D33,,NO,NO,YES,047,Don Valley Village (47),-79.34374645651901,43.77588191564331,YES,NO,NO,NO,NO,"{""coordinates"": [[317378.3235772414, 4848447.571070184]], ""type"": ""MultiPoint""}"
416913,1569729600000,September,Sunday,2019,7,D41,,YES,NO,NO,125,Ionview (125),-79.26796220997538,43.73216947825402,YES,NO,NO,NO,NO,"{""coordinates"": [[323492.5158352904, 4843605.579418671]], ""type"": ""MultiPoint""}"
418207,1570161600000,October,Friday,2019,7,D55,,YES,NO,NO,060,Woodbine-Lumsden (60),-79.31884204121454,43.69967280087644,YES,NO,NO,NO,NO,"{""coordinates"": [[319401.6229287879, 4839985.124299596]], ""type"": ""MultiPoint""}"
